ville,lien,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aiglun (06910),/management/ville/aiglun/ville-06001,8.1,8.1,7.9,7.9,7.2,6.6,8.2,8.3,8.5,9.3,10.1,10.5,10.8,10.6,10,9.7,9
Aignan (32290),/management/ville/aignan/ville-32001,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Aignay-le-Duc (21510),/management/ville/aignay-le-duc/ville-21004,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Aigne (34210),/management/ville/aigne/ville-34006,11.1,11.5,11.6,11.6,11,10.9,13.1,13.3,13.4,14.4,15,15.1,15,14.7,13.9,13.8,13.3
Aigné (72650),/management/ville/aigne/ville-72001,6.7,7.2,7.9,7.9,7,6.5,8.7,8.8,8.5,9.2,10,10.1,10.3,9.9,9.1,8.7,8.4
Aignes (31550),/management/ville/aignes/ville-31002,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Aigneville (80210),/management/ville/aigneville/ville-80008,7.8,8.2,8,8,7.2,7.4,10.7,9.6,9.3,10,10.6,10.3,10.5,10.5,9.5,9.2,8.7
Aigny (51150),/management/ville/aigny/ville-51003,6,6.3,6.8,6.8,6.4,6,7.5,7.4,7.5,8.4,9.2,8.9,8.8,8.4,7.8,7.6,6.9
Aigondigné (79370),/management/ville/aigondigne/ville-79185,6.3,6.3,6.3,6.3,5.7,5.4,6.8,7,6.7,7.3,7.7,7.8,7.9,7.7,7,6.6,6
Aigre (16140),/management/ville/aigre/ville-16005,8.3,8.6,8.7,8.7,8.1,7.7,9.2,9.1,9.4,10.4,10.6,10.4,10.5,10.1,9.3,8.9,8.3
Aigrefeuille (31280),/management/ville/aigrefeuille/ville-31003,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Aigrefeuille-d'Aunis (17290),/management/ville/aigrefeuille-d-aunis/ville-17003,9.4,9.7,9.3,9.3,8.4,7.9,9.6,9.5,9.1,9.7,10.5,10.5,10.8,10.3,9.3,9.1,8.2
Aigrefeuille-sur-Maine (44140),/management/ville/aigrefeuille-sur-maine/ville-44002,7.3,7.5,7.3,7.3,6.5,5.8,7.5,7.5,7.2,7.6,8.1,8.2,8.5,8,7.3,7,6.5
Aigremont (30350),/management/ville/aigremont/ville-30002,12.1,12.2,12.3,12.3,11.2,10.3,12,12,12,12.8,13.8,14.1,14.2,13.5,12.5,12.3,11.4
Aigremont (52400),/management/ville/aigremont/ville-52002,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Aigremont (78240),/management/ville/aigremont/ville-78007,8.7,9.1,8.4,8.4,7.6,6.7,7.9,8.1,8,8.4,8.8,8.8,8.9,8.6,8,7.7,7.2
Aigremont (89800),/management/ville/aigremont/ville-89002,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Aiguebelette-le-Lac (73610),/management/ville/aiguebelette-le-lac/ville-73001,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Aiguefonde (81200),/management/ville/aiguefonde/ville-81002,9.5,9.8,10.4,10.4,9.6,9.1,10.3,10.3,10.5,11.1,11.5,11.6,11.5,11.1,10.3,9.9,9.5
Aigueperse (63260),/management/ville/aigueperse/ville-63001,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Aigueperse (69790),/management/ville/aigueperse/ville-69002,5.8,6,5.6,5.6,5.1,4.8,6.4,6.2,6.1,6.6,7,6.9,7.1,6.9,6.4,6.1,5.8
Aigues-Juntes (09240),/management/ville/aigues-juntes/ville-09001,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Aigues-Mortes (30220),/management/ville/aigues-mortes/ville-30003,12.2,12,11.6,11.6,10.5,9.9,11.6,11.7,12,12.9,13.6,13.6,13.4,13,12.2,11.9,11.3
Aigues-Vives (09600),/management/ville/aigues-vives/ville-09002,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Aigues-Vives (11800),/management/ville/aigues-vives/ville-11001,8.6,9.1,9.1,9.1,8.7,8.6,10.4,11.2,11.4,12,12.9,12.9,13,12.5,11.3,10.9,10
Aigues-Vives (30670),/management/ville/aigues-vives/ville-30004,12.1,12.2,12.3,12.3,11.2,10.3,12,12,12,12.8,13.8,14.1,14.2,13.5,12.5,12.3,11.4
Aigues-Vives (34210),/management/ville/aigues-vives/ville-34007,11.1,11.5,11.6,11.6,11,10.9,13.1,13.3,13.4,14.4,15,15.1,15,14.7,13.9,13.8,13.3
Aiguèze (30760),/management/ville/aigueze/ville-30005,10.1,10.4,10.4,10.4,9.5,9,10.6,10.6,10.7,11.3,12.4,12.3,12.4,12.3,11.6,11.3,11.9
Aiguilhe (43000),/management/ville/aiguilhe/ville-43002,6.7,6.8,7,7,6.4,5.9,6.9,7,7,7.6,8.3,8.5,8.5,8.5,7.6,7.2,6.7
Aiguilles (05470),/management/ville/aiguilles/ville-05003,7.1,7.4,7.9,7.9,7.4,6.4,7.3,7.5,7.5,8.1,9,9.1,9.2,9.1,8.6,8.5,8.4
Aiguillon (47190),/management/ville/aiguillon/ville-47004,7.9,8.2,8.5,8.5,7.5,7.1,8.3,8.6,8.5,9.2,9.5,9.5,9.7,9.5,8.7,8.3,8
Aiguines (83630),/management/ville/aiguines/ville-83002,11.3,11.2,10.6,10.6,10.3,9.6,11.3,11.3,11.4,11.9,12.7,12.9,12.8,12.3,11.8,11.5,10.9
Aigurande (36140),/management/ville/aigurande/ville-36001,7.2,7.8,7.9,7.9,6.6,6,7.7,7.9,7.9,8.7,9.2,9.5,9.6,9.6,9,8.8,8.2
Ailhon (07200),/management/ville/ailhon/ville-07002,10.1,10.3,11.1,11.1,11,10.4,12.2,12,12.1,12.7,13.5,13.5,13.8,13.7,13.1,12.7,11.8
Aillant-sur-Milleron (45230),/management/ville/aillant-sur-milleron/ville-45002,8.1,8.8,9.3,9.3,8.4,7.9,10.1,10.9,11,12.2,13,13,13.2,13,12,11.8,11.5
Aillas (33124),/management/ville/aillas/ville-33002,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Ailleux (42130),/management/ville/ailleux/ville-42002,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Aillevans (70110),/management/ville/aillevans/ville-70005,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Ailleville (10200),/management/ville/ailleville/ville-10002,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Aillevillers-et-Lyaumont (70320),/management/ville/aillevillers-et-lyaumont/ville-70006,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Aillianville (52700),/management/ville/aillianville/ville-52003,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Aillières-Beauvoir (72600),/management/ville/aillieres-beauvoir/ville-72002,6.7,7.2,7.9,7.9,7,6.5,8.7,8.8,8.5,9.2,10,10.1,10.3,9.9,9.1,8.7,8.4
Aillon-le-Jeune (73340),/management/ville/aillon-le-jeune/ville-73004,6.1,6.1,5.5,5.5,4.8,4.4,6.5,6.5,6.1,6.4,6.6,6.6,6.7,6.5,5.9,5.7,5.4
Aillon-le-Vieux (73340),/management/ville/aillon-le-vieux/ville-73005,6.1,6.1,5.5,5.5,4.8,4.4,6.5,6.5,6.1,6.4,6.6,6.6,6.7,6.5,5.9,5.7,5.4
Ailloncourt (70300),/management/ville/ailloncourt/ville-70007,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Ailly (27600),/management/ville/ailly/ville-27005,8.1,8.5,9,9,8.4,7.7,10,10.3,10.4,11.3,11.6,11.4,11.4,11.1,10.3,9.8,8.9
Ailly-le-Haut-Clocher (80690),/management/ville/ailly-le-haut-clocher/ville-80009,9.4,9.8,10.3,10.3,9.1,9,10.7,10.5,10.4,11.3,12,11.7,12,12.1,11,10.7,10
Ailly-sur-Noye (80250),/management/ville/ailly-sur-noye/ville-80010,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Ailly-sur-Somme (80470),/management/ville/ailly-sur-somme/ville-80011,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Aimargues (30470),/management/ville/aimargues/ville-30006,12.1,12.2,12.3,12.3,11.2,10.3,12,12,12,12.8,13.8,14.1,14.2,13.5,12.5,12.3,11.4
Aime-la-Plagne (73210),/management/ville/aime-la-plagne/ville-73006,6.7,6.8,6.7,6.7,6.2,5.5,7.5,7.7,7.3,7.7,7.9,8.3,8.2,7.8,7.1,6.5,6.4
Ainay-le-Château (03360),/management/ville/ainay-le-chateau/ville-03003,8.6,9.2,9.1,9.1,8.3,7.8,9.9,10,10.2,11.2,11.6,11.9,12.2,11.8,11.1,10.8,9.9
Ainay-le-Vieil (18200),/management/ville/ainay-le-vieil/ville-18002,8.4,9.2,9.4,9.4,8.1,7.9,9.5,10.1,10.2,10.8,11.4,11.2,11.7,11.6,10.9,10.4,9.4
Aincille (64220),/management/ville/aincille/ville-64011,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Aincourt (95510),/management/ville/aincourt/ville-95008,8.8,9.3,9,9,8.6,7.9,9.7,9.8,9.8,10.6,11.2,11.4,11.6,11.5,10.6,10.5,10.2
Aincreville (55110),/management/ville/aincreville/ville-55004,7.8,8.5,9.7,9.7,9.1,8.5,10.5,10.4,10.6,11.3,11.7,11.3,11.1,10.8,10.1,9.8,9
Aingeray (54460),/management/ville/aingeray/ville-54007,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Aingeville (88140),/management/ville/aingeville/ville-88003,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Aingoulaincourt (52230),/management/ville/aingoulaincourt/ville-52004,9.2,9.9,10.1,10.1,9,8.6,10.8,10.1,10,11.2,12.1,11.9,11.9,11.3,10.3,9.8,8.8
Ainharp (64130),/management/ville/ainharp/ville-64012,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
Ainhice-Mongelos (64220),/management/ville/ainhice-mongelos/ville-64013,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Ainhoa (64250),/management/ville/ainhoa/ville-64014,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Ainvelle (70800),/management/ville/ainvelle/ville-70008,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Ainvelle (88320),/management/ville/ainvelle/ville-88004,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Airaines (80270),/management/ville/airaines/ville-80013,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Aire (08190),/management/ville/aire/ville-08004,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Aire-sur-l'Adour (40800),/management/ville/aire-sur-l-adour/ville-40001,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Aire-sur-la-Lys (62120),/management/ville/aire-sur-la-lys/ville-62014,10.3,10.2,11.9,11.9,10.6,10,11.3,11.3,11.5,12.2,12.6,12.4,12.5,11.7,11,10.4,9.8
Airel (50680),/management/ville/airel/ville-50004,5.3,5.6,6,6,5.7,5.3,6.7,6.6,6.6,7.1,7.4,7.3,7.5,7.4,6.7,6.5,5.5
Airion (60600),/management/ville/airion/ville-60008,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Airon-Notre-Dame (62180),/management/ville/airon-notre-dame/ville-62015,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Airon-Saint-Vaast (62180),/management/ville/airon-saint-vaast/ville-62016,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Airoux (11320),/management/ville/airoux/ville-11002,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Airvault (79600),/management/ville/airvault/ville-79005,6.8,7,7.2,7.2,6.2,5.9,7.7,7.6,7.4,8.1,8.4,8.6,8.7,8.5,7.9,7.5,7
Aiserey (21110),/management/ville/aiserey/ville-21005,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Aisey-et-Richecourt (70500),/management/ville/aisey-et-richecourt/ville-70009,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Aisey-sur-Seine (21400),/management/ville/aisey-sur-seine/ville-21006,6.4,6.2,7.4,7.4,6.6,6,8.1,8.6,8.5,9.3,9.6,9.6,9.7,9.6,8.9,8.5,7.8
Aisonville-et-Bernoville (02110),/management/ville/aisonville-et-bernoville/ville-02006,11.7,11.9,12.5,12.5,11.6,11.4,13.9,14,14.1,14.9,15.3,15.1,15.1,14.9,14.2,13.6,12.7
Aïssey (25360),/management/ville/aissey/ville-25009,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Aisy-sous-Thil (21390),/management/ville/aisy-sous-thil/ville-21007,6.5,6.7,7,7,6.2,5.7,7.7,7.3,7.2,7.8,8.4,8.3,8.8,8.7,7.6,7.4,6.9
Aisy-sur-Armançon (89390),/management/ville/aisy-sur-armancon/ville-89004,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Aiti (20244),/management/ville/aiti/ville-2B003,9.1,9.5,9.9,9.9,9.1,8.1,8.7,9.2,9.6,9.7,10.6,11.5,11.9,11,10.1,9.6,8.8
Aiton (73220),/management/ville/aiton/ville-73007,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Aix (19200),/management/ville/aix/ville-19002,6.5,7.1,6.5,6.5,6.1,5.8,7.4,7.2,7.1,7.5,7.5,7.4,7.5,7.3,6.6,6.6,5.9
Aix-en-Ergny (62650),/management/ville/aix-en-ergny/ville-62017,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Aix-en-Issart (62170),/management/ville/aix-en-issart/ville-62018,6.9,7.2,7.6,7.6,6.8,6.8,8.3,8.4,8.6,9.4,10,9.9,10,9.5,8.7,8.4,7.7
Aix-en-Pévèle (59310),/management/ville/aix-en-pevele/ville-59004,11,11.5,12.9,12.9,11.9,11.4,13.4,13.5,13.2,14.1,14.8,14.1,13.6,13,12.9,12.7,11.8
Aix-en-Provence (13080),/management/ville/aix-en-provence/ville-13001,9.3,9.1,8.8,8.8,8.1,7.2,8.5,8.6,8.8,9.1,9.5,9.5,9.5,9.2,8.8,8.4,7.8
Aix-la-Fayette (63980),/management/ville/aix-la-fayette/ville-63002,7.6,7.7,8,8,7.5,7.3,8.8,8.4,8.4,8.9,8.8,9,9.4,9.2,8.5,8.3,7.8
Aix-les-Bains (73100),/management/ville/aix-les-bains/ville-73008,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Aix-Noulette (62160),/management/ville/aix-noulette/ville-62019,13.6,14.6,15.5,15.5,13.9,13.3,15.5,15.2,15.1,16.3,17,16.5,16.2,15.4,14.3,13.7,12.6
Aix-Villemaur-Pâlis (10160),/management/ville/aix-villemaur-palis/ville-10003,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Aixe-sur-Vienne (87700),/management/ville/aixe-sur-vienne/ville-87001,6.4,6.9,7.4,7.4,6.8,6.4,8.2,8.4,8.7,9.2,9.7,9.7,9.9,9.6,8.7,8.3,7.7
Aizac (07530),/management/ville/aizac/ville-07003,10.1,10.3,11.1,11.1,11,10.4,12.2,12,12.1,12.7,13.5,13.5,13.8,13.7,13.1,12.7,11.8
Aizanville (52120),/management/ville/aizanville/ville-52005,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Aize (36150),/management/ville/aize/ville-36002,7.2,7.8,7.9,7.9,6.6,6,7.7,7.9,7.9,8.7,9.2,9.5,9.6,9.6,9,8.8,8.2
Aizecourt-le-Bas (80240),/management/ville/aizecourt-le-bas/ville-80014,7.9,8.1,9.3,9.3,8.2,7.9,10.1,10.1,9.9,11.1,11.9,11.6,11.8,11.6,11,10.7,10.4
Aizecourt-le-Haut (80200),/management/ville/aizecourt-le-haut/ville-80015,7.9,8.1,9.3,9.3,8.2,7.9,10.1,10.1,9.9,11.1,11.9,11.6,11.8,11.6,11,10.7,10.4
Aizelles (02820),/management/ville/aizelles/ville-02007,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Aizenay (85190),/management/ville/aizenay/ville-85003,5.8,6.1,6.3,6.3,5.7,5.6,7.8,7.5,7.1,7.7,8.4,8.6,8.8,8.2,7.5,7.1,6.8
Aizier (27500),/management/ville/aizier/ville-27006,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Aizy-Jouy (02370),/management/ville/aizy-jouy/ville-02008,10.6,10.6,11.1,11.1,9.9,9.3,11.6,11.9,12.1,13.3,13.8,13.6,13.3,13.3,12.6,11.9,11.3
Ajac (11300),/management/ville/ajac/ville-11003,8.9,9.4,9.9,9.9,9.3,8.8,10.1,10.6,11.5,12.9,13.2,13.1,13.1,12,11.5,11.5,10.8
Ajaccio (20000),/management/ville/ajaccio/ville-2A004,8.2,8.6,7.7,7.7,7.1,6.8,7.6,8.1,8.4,8.7,8.9,8.8,9,8.5,8.3,7.7,7.2
Ajain (23380),/management/ville/ajain/ville-23002,7,7.4,7.2,7.2,6.9,6.7,7.9,8.5,9,9.5,9.9,9.6,9.7,9.3,8.6,8.6,7.9
Ajat (24210),/management/ville/ajat/ville-24004,7.1,7.5,7.6,7.6,6.9,6.6,8.1,8.4,8.8,9.7,10.1,10.2,10.3,10,9.3,8.7,8
Ajoncourt (57590),/management/ville/ajoncourt/ville-57009,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Ajoux (07000),/management/ville/ajoux/ville-07004,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Alaigne (11240),/management/ville/alaigne/ville-11004,8.9,9.4,9.9,9.9,9.3,8.8,10.1,10.6,11.5,12.9,13.2,13.1,13.1,12,11.5,11.5,10.8
Alaincourt (02240),/management/ville/alaincourt/ville-02009,11.7,11.9,12.5,12.5,11.6,11.4,13.9,14,14.1,14.9,15.3,15.1,15.1,14.9,14.2,13.6,12.7
Alaincourt (70210),/management/ville/alaincourt/ville-70010,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Alaincourt-la-Côte (57590),/management/ville/alaincourt-la-cote/ville-57010,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Alairac (11290),/management/ville/alairac/ville-11005,8.6,9.1,9.1,9.1,8.7,8.6,10.4,11.2,11.4,12,12.9,12.9,13,12.5,11.3,10.9,10
Alan (31420),/management/ville/alan/ville-31005,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Alando (20212),/management/ville/alando/ville-2B005,8.1,8.3,8.1,8.1,6.9,6,6.8,7.3,7.8,8.7,8.9,8.6,9.3,9.5,9,8.7,8
Alata (20167),/management/ville/alata/ville-2A006,8.2,8.6,7.7,7.7,7.1,6.8,7.6,8.1,8.4,8.7,8.9,8.8,9,8.5,8.3,7.7,7.2
Alba-la-Romaine (07400),/management/ville/alba-la-romaine/ville-07005,9.1,9.3,9.8,9.8,9.6,8.9,10.1,10.4,10.2,11.1,11.7,11.9,12.4,12,11.3,10.9,10.1
Alban (81250),/management/ville/alban/ville-81003,7.7,7.8,8.5,8.5,8.1,7.7,9.2,9.6,9.9,10.4,10.8,10.7,10.9,10.6,10.1,9.7,9.1
Albaret-le-Comtal (48310),/management/ville/albaret-le-comtal/ville-48001,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Albaret-Sainte-Marie (48200),/management/ville/albaret-sainte-marie/ville-48002,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Albas (11360),/management/ville/albas/ville-11006,11.4,12,12.4,12.4,11.5,10.9,12.7,13.2,13.3,14.2,15.2,15.7,15.7,15,14.2,14,13.5
Albas (46140),/management/ville/albas/ville-46001,7.8,8.3,8.5,8.5,7.7,7.4,8.9,9.4,10,10.5,10.9,10.7,10.6,10.4,10.1,9.8,9.4
Albé (67220),/management/ville/albe/ville-67003,5.5,6.1,6.3,6.3,5.5,5.5,7.2,7.4,7.1,7.4,7.8,7.7,7.8,7.8,7.1,6.6,6.2
Albefeuille-Lagarde (82290),/management/ville/albefeuille-lagarde/ville-82001,8.4,8.6,9.2,9.2,8.7,8.1,9.5,9.9,10.1,10.7,11.3,11.4,11.9,11.8,11.1,10.6,9.8
Albepierre-Bredons (15300),/management/ville/albepierre-bredons/ville-15025,5.3,5.6,5.6,5.6,5.4,5,5.8,5.4,5.6,6.2,6.5,6.2,6,5.5,4.9,4.7,4.3
Albert (80300),/management/ville/albert/ville-80016,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Albertacce (20224),/management/ville/albertacce/ville-2B007,8.1,8.3,8.1,8.1,6.9,6,6.8,7.3,7.8,8.7,8.9,8.6,9.3,9.5,9,8.7,8
Albertville (73200),/management/ville/albertville/ville-73011,6.7,6.8,6.7,6.7,6.2,5.5,7.5,7.7,7.3,7.7,7.9,8.3,8.2,7.8,7.1,6.5,6.4
Albestroff (57670),/management/ville/albestroff/ville-57011,10.8,11.9,12.3,12.3,10.7,9.6,12.5,12.4,11.9,12.5,13.7,13.5,13.5,13.1,12.4,11.4,10.8
Albi (81000),/management/ville/albi/ville-81004,7.7,7.8,8.5,8.5,8.1,7.7,9.2,9.6,9.9,10.4,10.8,10.7,10.9,10.6,10.1,9.7,9.1
Albiac (31460),/management/ville/albiac/ville-31006,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Albiac (46500),/management/ville/albiac/ville-46002,6.1,6.4,6.4,6.4,5.8,5.5,7.2,7,7.4,8.4,9,8.9,9.1,9.1,8.3,8,7.4
Albias (82350),/management/ville/albias/ville-82002,8.4,8.6,9.2,9.2,8.7,8.1,9.5,9.9,10.1,10.7,11.3,11.4,11.9,11.8,11.1,10.6,9.8
Albières (11330),/management/ville/albieres/ville-11007,11.4,12,12.4,12.4,11.5,10.9,12.7,13.2,13.3,14.2,15.2,15.7,15.7,15,14.2,14,13.5
Albiès (09310),/management/ville/albies/ville-09004,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Albiez-le-Jeune (73300),/management/ville/albiez-le-jeune/ville-73012,5.5,5.7,5.4,5.4,5.2,5.1,6.9,6.8,6.6,7,7.7,7.6,7.6,7.3,6.8,6.4,5.9
Albiez-Montrond (73300),/management/ville/albiez-montrond/ville-73013,5.5,5.7,5.4,5.4,5.2,5.1,6.9,6.8,6.6,7,7.7,7.6,7.6,7.3,6.8,6.4,5.9
Albignac (19190),/management/ville/albignac/ville-19003,6.1,6.4,6.4,6.4,5.8,5.5,7.2,7,7.4,8.4,9,8.9,9.1,9.1,8.3,8,7.4
Albigny-sur-Saône (69250),/management/ville/albigny-sur-saone/ville-69003,7.6,7.9,7.7,7.7,7,6.3,8.2,8.4,8.2,8.8,9.2,9.2,9.2,8.9,8.3,8,7.5
Albine (81240),/management/ville/albine/ville-81005,9.5,9.8,10.4,10.4,9.6,9.1,10.3,10.3,10.5,11.1,11.5,11.6,11.5,11.1,10.3,9.9,9.5
Albitreccia (20128),/management/ville/albitreccia/ville-2A008,8.2,8.6,7.7,7.7,7.1,6.8,7.6,8.1,8.4,8.7,8.9,8.8,9,8.5,8.3,7.7,7.2
Albon (26140),/management/ville/albon/ville-26002,7,7.1,7.3,7.3,6.6,6.1,7.9,7.9,7.8,8.3,8.8,8.8,8.9,8.7,8,7.9,7.4
Albon-d'Ardèche (07190),/management/ville/albon-d-ardeche/ville-07006,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Alboussière (07440),/management/ville/alboussiere/ville-07007,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Albussac (19380),/management/ville/albussac/ville-19004,4.4,4.7,4.5,4.5,3.9,3.9,5,5.1,5.3,5.9,6.4,6.4,6.8,6.9,6.5,6.3,5.7
Alby-sur-Chéran (74540),/management/ville/alby-sur-cheran/ville-74002,6.1,6.1,5.5,5.5,4.8,4.4,6.5,6.5,6.1,6.4,6.6,6.6,6.7,6.5,5.9,5.7,5.4
Alçay-Alçabéhéty-Sunharette (64470),/management/ville/alcay-alcabehety-sunharette/ville-64015,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
